lemma,frequency_band
天象,outside-10k
点鐘,outside-10k
天正大判,outside-10k
てんしょうおおばん,outside-10k
天象儀,outside-10k
てんしょうぎ,outside-10k
てんしょうこうだいじん,outside-10k
転生輪廻,outside-10k
てんしょうりんね,outside-10k
天正カルタ,outside-10k
てんしょうカルタ,outside-10k
てんしょく,outside-10k
天色,outside-10k
転職斡旋,outside-10k
てんしょくあっせん,outside-10k
転職活動,outside-10k
てんしょくかつどう,outside-10k
展色剤,outside-10k
てんしょくざい,outside-10k
転職サイト,outside-10k
てんしょくサイト,outside-10k
天知る、地知る、我知る、子知る,outside-10k
てんしる、ちしる、われしる、ししる,outside-10k
天知る、地知る、我知る、人知る,outside-10k
てんしる、ちしる、われしる、ひとしる,outside-10k
天心,outside-10k
てんしん,outside-10k
天真,outside-10k
転進,outside-10k
天津条約,outside-10k
てんしんじょうやく,outside-10k
天神地祇,outside-10k
てんしんちぎ,outside-10k
天津飯,outside-10k
てんしんはん,outside-10k
てんしんふくとう,outside-10k
てんしんらんまん,outside-10k
天真流露,outside-10k
てんしんりゅうろ,outside-10k
典侍,outside-10k
てんじ,outside-10k
天柱,outside-10k
天治,outside-10k
点示,outside-10k
点耳,outside-10k
篆字,outside-10k
展示会,outside-10k
てんじかい,outside-10k
展示館,outside-10k
てんじかん,outside-10k
天竺,outside-10k
てんじく,outside-10k
天軸,outside-10k
天竺葵,outside-10k
てんじくあおい,outside-10k
天竺編み,outside-10k
てんじくあみ,outside-10k
天竺楽,outside-10k
てんじくがく,outside-10k
天竺鯛,outside-10k
てんじくだい,outside-10k
天竺鼠,outside-10k
てんじくねずみ,outside-10k
天竺牡丹,outside-10k
てんじくぼたん,outside-10k
天竺木綿,outside-10k
てんじくもめん,outside-10k
天竺浪人,outside-10k
てんじくろうにん,outside-10k
展示室,outside-10k
てんじしつ,outside-10k
展示場,outside-10k
てんじじょう,outside-10k
展示即売会,outside-10k
てんじそくばいかい,outside-10k
てんじち,outside-10k
天日,outside-10k
てんじつ,outside-10k
天日塩,outside-10k
てんじつえん,outside-10k
天日乾燥,outside-10k
てんじつかんそう,outside-10k
天日瓦,outside-10k
てんじつがわら,outside-10k
転じて,outside-10k
てんじて,outside-10k
展示品,outside-10k
てんじひん,outside-10k
展示物,outside-10k
てんじぶつ,outside-10k
点者,outside-10k
てんじゃ,outside-10k
典籍,outside-10k
てんじゃく,outside-10k
点耳薬,outside-10k
てんじやく,outside-10k
天寿,outside-10k
てんじゅ,outside-10k
天授,outside-10k
天珠,outside-10k
転手,outside-10k
天重,outside-10k
てんじゅう,outside-10k
転住,outside-10k
天寿を全うする,outside-10k
てんじゅをまっとうする,outside-10k
天助,outside-10k
てんじょ,outside-10k
てんじょう,outside-10k
天壌,outside-10k
殿上,outside-10k
纏繞,outside-10k
天井板,outside-10k
てんじょういた,outside-10k
添乗員,outside-10k
てんじょういん,outside-10k
天井裏,outside-10k
てんじょううら,outside-10k
天上界,outside-10k
てんじょうかい,outside-10k
天井関数,outside-10k
てんじょうかんすう,outside-10k
天井画,outside-10k
てんじょうが,outside-10k
天井川,outside-10k
てんじょうがわ,outside-10k
天井桟敷,outside-10k
てんじょうさじき,outside-10k
点状出血,outside-10k
てんじょうしゅっけつ,outside-10k
天井知らず,outside-10k
てんじょうしらず,outside-10k
天井扇,outside-10k
てんじょうせん,outside-10k
天井高,outside-10k
てんじょうだか,outside-10k
天上天下唯我独尊,outside-10k
てんじょうてんがゆいがどくそん,outside-10k
天上天下,outside-10k
てんじょうてんげ,outside-10k
てんじょうてんげゆいがどくそん,outside-10k
天井灯,outside-10k
てんじょうとう,outside-10k
天井抜け,outside-10k
てんじょうぬけ,outside-10k
天井値,outside-10k
てんじょうね,outside-10k
殿上の間,outside-10k
てんじょうのま,outside-10k
殿上人,outside-10k
てんじょうびと,outside-10k
天壌無窮,outside-10k
てんじょうむきゅう,outside-10k
点じる,outside-10k
てんじる,outside-10k
てんじん,outside-10k
転軫,outside-10k
天人合一,outside-10k
てんじんごういつ,outside-10k
天神七代,outside-10k
てんじんしちだい,outside-10k
てんじんちぎ,outside-10k
天神髭,outside-10k
てんじんひげ,outside-10k
天神髷,outside-10k
てんじんまげ,outside-10k
天神祭,outside-10k
てんじんまつり,outside-10k
点字ブロック,outside-10k
てんじブロック,outside-10k
天水,outside-10k
てんすい,outside-10k
点水,outside-10k
天水桶,outside-10k
てんすいおけ,outside-10k
天水訟,outside-10k
てんすいしょう,outside-10k
てんすう,outside-10k
点数稼ぎ,outside-10k
てんすうかせぎ,outside-10k
点数係,outside-10k
てんすうがかり,outside-10k
点数切符,outside-10k
てんすうきっぷ,outside-10k
点数制,outside-10k
てんすうせい,outside-10k
点数を稼ぐ,outside-10k
てんすうをかせぐ,outside-10k
点ずる,outside-10k
てんずる,outside-10k
転ずる,outside-10k
填星,outside-10k
てんせい,outside-10k
天成,outside-10k
天生,outside-10k
展性,outside-10k
点睛,outside-10k
転成,outside-10k
天声人語,outside-10k
てんせいじんご,outside-10k
天青石,outside-10k
てんせいせき,outside-10k
天成の美,outside-10k
てんせいのび,outside-10k
てんせき,outside-10k
転石,outside-10k
転石苔生さず,outside-10k
てんせきこけむさず,outside-10k
転石苔を生ぜず,outside-10k
てんせきこけをしょうぜず,outside-10k
転折,outside-10k
てんせつ,outside-10k
天仙,outside-10k
てんせん,outside-10k
転戦,outside-10k
店是,outside-10k
てんぜ,outside-10k
恬然,outside-10k
てんぜん,outside-10k
天祖,outside-10k
てんそ,outside-10k
天鼠,outside-10k
伝奏,outside-10k
てんそう,outside-10k
転送構文,outside-10k
てんそうこうぶん,outside-10k
転送構文名,outside-10k
てんそうこうぶんめい,outside-10k
転送先,outside-10k
てんそうさき,outside-10k
転送処理,outside-10k
てんそうしょり,outside-10k
転送時間,outside-10k
てんそうじかん,outside-10k
転送穿孔翻訳機,outside-10k
てんそうせんこうほんやくき,outside-10k
転送速度,outside-10k
てんそうそくど,outside-10k
転送電話,outside-10k
てんそうでんわ,outside-10k
転相乳化,outside-10k
てんそうにゅうか,outside-10k
転送システム,outside-10k
てんそうシステム,outside-10k
転送ルート,outside-10k
てんそうルート,outside-10k
転送レート,outside-10k
てんそうレート,outside-10k
典則,outside-10k
てんそく,outside-10k
天則,outside-10k
天測,outside-10k
店則,outside-10k
纏足,outside-10k
天測航法,outside-10k
てんそくこうほう,outside-10k
天孫,outside-10k
てんそん,outside-10k
天孫降臨,outside-10k
てんそんこうりん,outside-10k
てんぞ,outside-10k
転造,outside-10k
てんぞう,outside-10k
転属,outside-10k
てんぞく,outside-10k
てんたい,outside-10k
転貸,outside-10k
天体化学,outside-10k
てんたいかがく,outside-10k
天体核,outside-10k
てんたいかく,outside-10k
天体観測,outside-10k
てんたいかんそく,outside-10k
天体学,outside-10k
てんたいがく,outside-10k
天体座標,outside-10k
てんたいざひょう,outside-10k
転貸借,outside-10k
てんたいしゃく,outside-10k
天体写真,outside-10k
てんたいしゃしん,outside-10k
天体写真術,outside-10k
てんたいしゃしんじゅつ,outside-10k
点対称,outside-10k
てんたいしょう,outside-10k
転退職,outside-10k
てんたいしょく,outside-10k
天体崇拝,outside-10k
てんたいすうはい,outside-10k
天体図,outside-10k
てんたいず,outside-10k
天体物理学,outside-10k
てんたいぶつりがく,outside-10k
天体分光学,outside-10k
てんたいぶんこうがく,outside-10k
天体分光術,outside-10k
てんたいぶんこうじゅつ,outside-10k
天体望遠鏡,outside-10k
てんたいぼうえんきょう,outside-10k
天体力学,outside-10k
てんたいりきがく,outside-10k
天体暦,outside-10k
てんたいれき,outside-10k
天高く馬肥ゆる秋,outside-10k
てんたかくうまこゆるあき,outside-10k
転宅,outside-10k
てんたく,outside-10k
天沢履,outside-10k
てんたくり,outside-10k
伝達コスト,outside-10k
てんたつコスト,outside-10k
恬淡,outside-10k
てんたん,outside-10k
恬淡虚無,outside-10k
てんたんきょむ,outside-10k
転舵,outside-10k
てんだ,outside-10k
てんだい,outside-10k
てんだいしゅう,outside-10k
天台神道,outside-10k
てんだいしんとう,outside-10k
てんち,outside-10k
転地,outside-10k
転置,outside-10k
天地有情,outside-10k
てんちうじょう,outside-10k
天地雲泥,outside-10k
てんちうんでい,outside-10k
天地開闢,outside-10k
てんちかいびゃく,outside-10k
天地晦冥,outside-10k
てんちかいめい,outside-10k
転置行列,outside-10k
てんちぎょうれつ,outside-10k
天地眼,outside-10k
てんちげん,outside-10k
天地玄黄,outside-10k
てんちげんこう,outside-10k
転置式暗号,outside-10k
てんちしきあんごう,outside-10k
天地神明,outside-10k
てんちしんめい,outside-10k
天地人,outside-10k
てんちじん,outside-10k
天地創造,outside-10k
てんちそうぞう,outside-10k
天地長久,outside-10k
てんちちょうきゅう,outside-10k
天地万物,outside-10k
てんちばんぶつ,outside-10k
天地否,outside-10k
てんちひ,outside-10k
天地無用,outside-10k
てんちむよう,outside-10k
天地鳴動,outside-10k
てんちめいどう,outside-10k
挽き茶,outside-10k
てんちゃ,outside-10k
甜茶,outside-10k
点着,outside-10k
てんちゃく,outside-10k
てんちゅう,outside-10k
天誅,outside-10k
転注,outside-10k
天中殺,outside-10k
てんちゅうさつ,outside-10k
天宙平和連合,outside-10k
てんちゅうへいわれんごう,outside-10k
天朝,outside-10k
てんちょう,outside-10k
天聴,outside-10k
天長,outside-10k
天頂距離,outside-10k
てんちょうきょり,outside-10k
天頂儀,outside-10k
てんちょうぎ,outside-10k
天長節,outside-10k
てんちょうせつ,outside-10k
天長地久,outside-10k
てんちょうちきゅう,outside-10k
天頂点,outside-10k
てんちょうてん,outside-10k
転地療法,outside-10k
てんちりょうほう,outside-10k
転地療養,outside-10k
てんちりょうよう,outside-10k
転置インデックス,outside-10k
てんちインデックス,outside-10k
天つゆ,outside-10k
てんつゆ,outside-10k
天帝,outside-10k
てんてい,outside-10k
天底,outside-10k
点綴,outside-10k
天帝星,outside-10k
てんていせい,outside-10k
てんてき,outside-10k
天敵関係,outside-10k
てんてきかんけい,outside-10k
点滴器,outside-10k
てんてきき,outside-10k
点滴静注,outside-10k
てんてきじょうちゅう,outside-10k
点滴静脈注射,outside-10k
てんてきじょうみゃくちゅうしゃ,outside-10k
点滴穿石,outside-10k
てんてきせんせき,outside-10k
点滴注射,outside-10k
てんてきちゅうしゃ,outside-10k
点滴スタンド,outside-10k
てんてきスタンド,outside-10k
てんてこ舞い,outside-10k
てんてこまい,outside-10k
てんてこ舞,outside-10k
てんてつ,outside-10k
転轍,outside-10k
転轍機,outside-10k
てんてつき,outside-10k
転轍手,outside-10k
てんてつしゅ,outside-10k
てんてん,outside-10k
輾転,outside-10k
点点点,outside-10k
てんてんてん,outside-10k
輾転反側,outside-10k
てんてんはんそく,outside-10k
てんでに,outside-10k
てんでバラバラ,outside-10k
てんでばらばら,outside-10k
てんでん,outside-10k
点電荷,outside-10k
てんでんか,outside-10k
てんでんばらばら,outside-10k
てんでんバラバラ,outside-10k
奠都,outside-10k
てんと,outside-10k
天灯,outside-10k
点頭,outside-10k
纏頭,outside-10k
店頭受け取り,outside-10k
てんとううけとり,outside-10k
店頭株,outside-10k
てんとうかぶ,outside-10k
店頭株市場,outside-10k
